human_gene_id	mouse_gene_id	human_symbol	mouse_symbol
1996	15572	ELAVL4	Elavl4
1997	13709	ELF1	Elf1
1998	69257	ELF2	Elf2
1999	13710	ELF3	Elf3
2000	56501	ELF4	Elf4
2001	13711	ELF5	Elf5
392617	243312	ELFN1	Elfn1
114794	207393	ELFN2	Elfn2
2002	13712	ELK1	Elk1
2004	13713	ELK3	Elk3
2005	13714	ELK4	Elk4
8178	13716	ELL	Ell
22936	192657	ELL2	Ell2
80237	269344	ELL3	Ell3
9844	140580	ELMO1	Elmo1
63916	140579	ELMO2	Elmo2
79767	234683	ELMO3	Elmo3
55531	270162	ELMOD1	Elmod1
255520	244548	ELMOD2	Elmod2
84173	232089	ELMOD3	Elmod3
2006	13717	ELN	Eln
6924	27224	ELOA	Eloa
6923	67673	ELOB	Elob
6921	67923	ELOC	Eloc
84337	66126	ELOF1	Elof1
64834	54325	ELOVL1	Elovl1
54898	54326	ELOVL2	Elovl2
83401	12686	ELOVL3	Elovl3
6785	83603	ELOVL4	Elovl4
60481	68801	ELOVL5	Elovl5
79071	170439	ELOVL6	Elovl6
79993	74559	ELOVL7	Elovl7
8518	230233	ELP1	Elp1
55250	58523	ELP2	Elp2
55140	74195	ELP3	Elp3
26610	77766	ELP4	Elp4
23587	54351	ELP5	Elp5
54859	72341	ELP6	Elp6
133418	13723	EMB	Emb
23065	230866	EMC1	Emc1
9694	66736	EMC2	Emc2
55831	66087	EMC3	Emc3
51234	68032	EMC4	Emc4
83460	66048	EMC6	Emc6
56851	73024	EMC7	Emc7
10328	18117	EMC8	Emc8
51016	85308	EMC9	Emc9
284361	69683	EMC10	Emc10
51705	59308	EMCN	Emcn
2010	13726	EMD	Emd
146956	268465	EME1	Eme1
197342	193838	EME2	Eme2
10436	14791	EMG1	Emg1
129080	140703	EMID1	Emid1
11117	100952	EMILIN1	Emilin1
84034	246707	EMILIN2	Emilin2
90187	280635	EMILIN3	Emilin3
2009	68519	EML1	Eml1
24139	72205	EML2	Eml2
256364	225898	EML3	Eml3
27436	78798	EML4	Eml4
161436	319670	EML5	Eml5
400954	237711	EML6	Eml6
2012	13730	EMP1	Emp1
2013	13731	EMP2	Emp2
2014	13732	EMP3	Emp3
56946	233545	EMSY	Emsy
2016	13796	EMX1	Emx1
2018	13797	EMX2	Emx2
2019	13798	EN1	En1
2020	13799	EN2	En2
55740	13800	ENAH	Enah
10117	13801	ENAM	Enam
8507	13803	ENC1	Enc1
23052	71946	ENDOD1	Endod1
2021	13804	ENDOG	Endog
8909	19011	ENDOU	Endou
284131	338371	ENDOV	Endov
2022	13805	ENG	Eng
64772	217364	ENGASE	Engase
375704	69638	ENHO	Enho
84080	102124	ENKD1	Enkd1
219670	71233	ENKUR	Enkur
2026	13807	ENO2	Eno2
2027	13808	ENO3	Eno3
387712	226265	ENO4	Eno4
58478	67870	ENOPH1	Enoph1
55068	239188	ENOX1	Enox1
10495	209224	ENOX2	Enox2
2028	13809	ENPEP	Enpep
5167	18605	ENPP1	Enpp1
5168	18606	ENPP2	Enpp2
5169	209558	ENPP3	Enpp3
22875	224794	ENPP4	Enpp4
59084	83965	ENPP5	Enpp5
133121	320981	ENPP6	Enpp6
339221	238011	ENPP7	Enpp7
2029	56205	ENSA	Ensa
150350	383075	ENTHD1	Enthd1
953	12495	ENTPD1	Entpd1
954	12496	ENTPD2	Entpd2
956	215446	ENTPD3	Entpd3
957	12499	ENTPD5	Entpd5
955	12497	ENTPD6	Entpd6
57089	93685	ENTPD7	Entpd7
377841	72090	ENTPD8	Entpd8
10807	68112	ENTR1	Entr1
9413	381217	ENTREP1	Entrep1
23359	70638	ENTREP2	Entrep2
10712	68521	ENTREP3	Entrep3
56943	223527	ENY2	Eny2
285203	101351	EOGT	Eogt
8320	13813	EOMES	Eomes
2033	328572	EP300	Ep300
57634	75560	EP400	Ep400
2034	13819	EPAS1	Epas1
2035	269587	EPB41	Epb41
2036	13821	EPB41L1	Epb41l1
2037	13822	EPB41L2	Epb41l2
23136	13823	EPB41L3	Epb41l3
64097	13824	EPB41L4A	Epb41l4a
54566	54357	EPB41L4B	Epb41l4b
57669	226352	EPB41L5	Epb41l5
2038	13828	EPB42	Epb42
80314	13831	EPC1	Epc1
26122	227867	EPC2	Epc2
4072	17075	EPCAM	Epcam
56245	74387	EPCIP	Epcip
54749	105298	EPDR1	Epdr1
57724	100502841	EPG5	Epg5
255324	71920	EPGN	Epgn
2041	13835	EPHA1	Epha1
1969	13836	EPHA2	Epha2
2042	13837	EPHA3	Epha3
2043	13838	EPHA4	Epha4
2044	13839	EPHA5	Epha5
285220	13840	EPHA6	Epha6
2045	13841	EPHA7	Epha7
2046	13842	EPHA8	Epha8
284656	230735	EPHA10	Epha10
2047	270190	EPHB1	Ephb1
2048	13844	EPHB2	Ephb2
2049	13845	EPHB3	Ephb3
2050	13846	EPHB4	Ephb4
2051	13848	EPHB6	Ephb6
2052	13849	EPHX1	Ephx1
2053	13850	EPHX2	Ephx2
79852	71932	EPHX3	Ephx3
253152	384214	EPHX4	Ephx4
7957	13853	EPM2A	Epm2a
9852	77781	EPM2AIP1	Epm2aip1
29924	13854	EPN1	Epn1
22905	13855	EPN2	Epn2
55040	71889	EPN3	Epn3
2056	13856	EPO	Epo
100170841	103551	EPOP	Epop
2057	13857	EPOR	Epor
83481	223650	EPPK1	Eppk1
2058	107508	EPRS1	Eprs1
2059	13860	EPS8	Eps8
54869	67425	EPS8L1	Eps8l1
64787	98845	EPS8L2	Eps8l2
79574	99662	EPS8L3	Eps8l3
2060	13858	EPS15	Eps15
58513	13859	EPS15L1	Eps15l1
94240	108670	EPSTI1	Epsti1
8288	13861	EPX	Epx
1833	13516	EPYC	Epyc
54586	67753	EQTN	Eqtn
26284	57837	ERAL1	Eral1
51752	80898	ERAP1	Erap1
3266	353283	ERAS	Eras
2064	13866	ERBB2	Erbb2
2065	13867	ERBB3	Erbb3
2066	13869	ERBB4	Erbb4
55914	59079	ERBIN	Erbin
23085	111173	ERC1	Erc1
26059	238988	ERC2	Erc2
2067	13870	ERCC1	Ercc1
2068	13871	ERCC2	Ercc2
2071	13872	ERCC3	Ercc3
2072	50505	ERCC4	Ercc4
2074	319955	ERCC6	Ercc6
54821	236930	ERCC6L	Ercc6l
375748	76251	ERCC6L2	Ercc6l2
1161	71991	ERCC8	Ercc8
2069	13874	EREG	Ereg
2077	13875	ERF	Erf
151176	227358	ERFE	Erfe
390937	232974	ERFL	Erfl
2078	13876	ERG	Erg
11161	58520	ERG28	Erg28
57222	67458	ERGIC1	Ergic1
51290	67456	ERGIC2	Ergic2
51614	66366	ERGIC3	Ergic3
2079	13877	ERH	Erh
90459	67276	ERI1	Eri1
112479	71151	ERI2	Eri2
79033	140546	ERI3	Eri3
157697	234086	ERICH1	Erich1
285141	66748	ERICH2	Erich2
127254	209601	ERICH3	Erich3
100170765	632778	ERICH4	Erich4
203111	239368	ERICH5	Erich5
131831	545527	ERICH6	Erich6
220081	75272	ERICH6B	Erich6b
27248	66753	ERLEC1	Erlec1
10613	226144	ERLIN1	Erlin1
11160	244373	ERLIN2	Erlin2
100130933	68528	ERLN	Erln
114625	27028	ERMAP	Ermap
55780	381062	ERMARD	Ermard
57471	77767	ERMN	Ermn
79956	226090	ERMP1	Ermp1
2081	78943	ERN1	Ern1
10595	26918	ERN2	Ern2
30001	50527	ERO1A	Ero1a
56605	67475	ERO1B	Ero1b
121506	69187	ERP27	Erp27
10961	67397	ERP29	Erp29
23071	76299	ERP44	Erp44
54206	74155	ERRFI1	Errfi1
90952	69524	ESAM	Esam
114799	77805	ESCO1	Esco1
157570	71988	ESCO2	Esco2
51575	66580	ESF1	Esf1
11082	71690	ESM1	Esm1
9700	105988	ESPL1	Espl1
83715	56226	ESPN	Espn
339768	227357	ESPNL	Espnl
2099	13982	ESR1	Esr1
2100	13983	ESR2	Esr2
54845	207920	ESRP1	Esrp1
80004	77411	ESRP2	Esrp2
2101	26379	ESRRA	Esrra
2103	26380	ESRRB	Esrrb
2104	26381	ESRRG	Esrrg
8220	27886	ESS2	Ess2
80712	13984	ESX1	Esx1
23344	23943	ESYT1	Esyt1
57488	52635	ESYT2	Esyt2
83850	272636	ESYT3	Esyt3
54465	68145	ETAA1	Etaa1
2107	225363	ETF1	Etf1
2108	110842	ETFA	Etfa
2109	110826	ETFB	Etfb
254013	320204	ETFBKMT	Etfbkmt
2110	66841	ETFDH	Etfdh
144363	67636	ETFRF1	Etfrf1
23474	66071	ETHE1	Ethe1
55500	75320	ETNK1	Etnk1
55224	214253	ETNK2	Etnk2
64850	71760	ETNPPL	Etnppl
2113	23871	ETS1	Ets1
2114	23872	ETS2	Ets2
2115	14009	ETV1	Etv1
2116	14008	ETV2	Etv2
2117	27049	ETV3	Etv3
440695	546801	ETV3L	Etv3l
2118	18612	ETV4	Etv4
2119	104156	ETV5	Etv5
2120	14011	ETV6	Etv6
84141	232146	EVA1A	Eva1a
55194	230752	EVA1B	Eva1b
59271	70967	EVA1C	Eva1c
2121	59056	EVC	Evc
132884	68525	EVC2	Evc2
2123	14017	EVI2A	Evi2a
7813	14020	EVI5	Evi5
115704	213027	EVI5L	Evi5l
51466	14026	EVL	Evl
2125	14027	EVPL	Evpl
2128	14028	EVX1	Evx1
344191	14029	EVX2	Evx2
2130	14030	EWSR1	Ewsr1
161829	241624	EXD1	Exd1
55218	97827	EXD2	Exd2
9156	26909	EXO1	Exo1
64789	73172	EXO5	Exo5
55763	69940	EXOC1	Exoc1
55770	66482	EXOC2	Exoc2
11336	211446	EXOC3	Exoc3
283849	277978	EXOC3L1	Exoc3l
90332	74463	EXOC3L2	Exoc3l2
91828	74190	EXOC3L4	Exoc3l4
60412	20336	EXOC4	Exoc4
10640	105504	EXOC5	Exoc5
54536	107371	EXOC6	Exoc6
23233	75914	EXOC6B	Exoc6b
23265	53413	EXOC7	Exoc7
149371	102058	EXOC8	Exoc8
9941	208194	EXOG	Exog
51013	66583	EXOSC1	Exosc1
23404	227715	EXOSC2	Exosc2
51010	66362	EXOSC3	Exosc3
54512	109075	EXOSC4	Exosc4
56915	27998	EXOSC5	Exosc5
118460	72544	EXOSC6	Exosc6
23016	66446	EXOSC7	Exosc7
11340	69639	EXOSC8	Exosc8
5393	50911	EXOSC9	Exosc9
5394	50912	EXOSC10	Exosc10
23086	320051	EXPH5	Exph5
2131	14042	EXT1	Ext1
2132	14043	EXT2	Ext2
2134	56219	EXTL1	Extl1
2135	58193	EXTL2	Extl2
2137	54616	EXTL3	Extl3
2138	14048	EYA1	Eya1
2139	14049	EYA2	Eya2
2140	14050	EYA3	Eya3
2070	14051	EYA4	Eya4
2145	14055	EZH1	Ezh1
2146	14056	EZH2	Ezh2
7430	22350	EZR	Ezr
2147	14061	F2	F2
2149	14062	F2R	F2r
2150	14063	F2RL1	F2rl1
2151	14064	F2RL2	F2rl2
9002	14065	F2RL3	F2rl3
2152	14066	F3	F3
2153	14067	F5	F5
2155	14068	F7	F7
2157	14069	F8	F8
2158	14071	F9	F9
2159	14058	F10	F10
2160	109821	F11	F11
50848	16456	F11R	F11r
2161	58992	F12	F12
2162	74145	F13A1	F13a1
2165	14060	F13B	F13b
79152	338521	FA2H	Fa2h
2166	14073	FAAH	Faah
199990	67513	FAAP20	Faap20
91442	101831	FAAP24	Faap24
80233	71885	FAAP100	Faap100
2168	14080	FABP1	Fabp1
2169	14079	FABP2	Fabp2
2170	14077	FABP3	Fabp3
2167	11770	FABP4	Fabp4
2171	16592	FABP5	Fabp5
2172	16204	FABP6	Fabp6
2173	12140	FABP7	Fabp7
646480	21884	FABP9	Fabp9
646486	75497	FABP12	Fabp12
8772	14082	FADD	Fadd
3992	76267	FADS1	Fads1
9415	56473	FADS2	Fads2
3995	60527	FADS3	Fads3
283985	328035	FADS6	Fads6
11124	14084	FAF1	Faf1
23197	76577	FAF2	Faf2
2184	14085	FAH	Fah
81889	68636	FAHD1	Fahd1
23017	72393	FAIM2	Faim2
60343	66294	FAM3A	Fam3a
54097	52793	FAM3B	Fam3b
10447	27999	FAM3C	Fam3c
131177	18300	FAM3D	Fam3d
51439	97863	FAM8A1	Fam8a1
10144	58909	FAM13A	Fam13a
51306	225358	FAM13B	Fam13b
220965	71721	FAM13C	Fam13c
54757	208659	FAM20A	Fam20a
9917	215015	FAM20B	Fam20b
56975	80752	FAM20C	Fam20c
26017	67922	FAM32A	Fam32a
131583	224093	FAM43A	Fam43a
163933	625638	FAM43B	Fam43b
9130	108160	FAM50A	Fam50a
26240	108161	FAM50B	Fam50b
152877	74504	FAM53A	Fam53a
9679	77938	FAM53B	Fam53b
51307	66306	FAM53C	Fam53c
199870	230789	FAM76A	Fam76a
143684	72826	FAM76B	Fam76b
286336	241303	FAM78A	Fam78a
149297	226610	FAM78B	Fam78b
145773	76886	FAM81A	Fam81a
153643	238726	FAM81B	Fam81b
375061	69627	FAM89A	Fam89a
23625	17826	FAM89B	Fam89b
157769	210998	FAM91A1	Fam91a1
25940	72722	FAM98A	Fam98a
283742	68215	FAM98B	Fam98b
147965	73833	FAM98C	Fam98c
11170	268709	FAM107A	Fam107a
83641	66540	FAM107B	Fam107b
83541	73847	FAM110A	Fam110a
90362	242297	FAM110B	Fam110b
642273	104943	FAM110C	Fam110c
79927	72690	FAM110D	Fam110d
63901	107373	FAM111A	Fam111a
92689	68303	FAM114A1	Fam114a1
10827	67726	FAM114A2	Fam114a2
81558	215512	FAM117A	Fam117a
150864	72750	FAM117B	Fam117b
23196	218236	FAM120A	Fam120a
84498	67544	FAM120B	Fam120b
54954	207375	FAM120C	Fam120c
220108	629059	FAM124A	Fam124a
79843	241128	FAM124B	Fam124b
131408	78408	FAM131A	Fam131a
9715	76156	FAM131B	Fam131b
348487	277743	FAM131C	Fam131c
257415	68152	FAM133B	Fam133b
57579	68187	FAM135A	Fam135a
51059	70363	FAM135B	Fam135b
25854	212326	FAM149A	Fam149a
317662	105428	FAM149B1	Fam149b
338094	230579	FAM151A	Fam151a
167555	73942	FAM151B	Fam151b
84140	73873	FAM161A	Fam161a
145483	217705	FAM161B	Fam161b
26355	70186	FAM162A	Fam162a
221303	77296	FAM162B	Fam162b
148753	329274	FAM163A	Fam163a
642968	109349	FAM163B	Fam163b
83648	219148	FAM167A	Fam167a
84734	230766	FAM167B	Fam167b
23201	319604	FAM168A	Fam168a
130074	214469	FAM168B	Fam168b
26049	320557	FAM169A	Fam169a
340069	225497	FAM170A	Fam170a
170370	105511	FAM170B	Fam170b
221061	269233	FAM171A1	Fam171a1
284069	217219	FAM171A2	Fam171a2
165215	241520	FAM171B	Fam171b
345757	67698	FAM174A	Fam174a
400451	100038347	FAM174B	Fam174b
55009	69770	FAM174C	Fam174c
51252	381337	FAM178B	Fam178b
389558	208164	FAM180A	Fam180a
90050	100504156	FAM181A	Fam181a
220382	58238	FAM181B	Fam181b
79632	75906	FAM184A	Fam184a
27146	58227	FAM184B	Fam184b
222234	330050	FAM185A	Fam185a
121006	72277	FAM186A	Fam186a
84070	545136	FAM186B	Fam186b
100528020	66784	FAM187A	Fam187a
148109	76415	FAM187B	Fam187b
8603	231128	FAM193A	Fam193a
54540	212483	FAM193B	Fam193b
139231	245622	FAM199X	Fam199x
63877	76539	FAM204A	Fam204a
29902	68948	FAM216A	Fam216a
144809	219170	FAM216B	Fam216b
222826	71864	FAM217A	Fam217a
63939	71532	FAM217B	Fam217b
203259	71901	FAM219A	Fam219a
57184	78323	FAM219B	Fam219b
84792	67238	FAM220A	Fam220a
340277	231946	FAM221A	Fam221a
392307	242408	FAM221B	Fam221b
84915	433940	FAM222A	Fam222a
55731	216971	FAM222B	Fam222b
646851	75729	FAM227A	Fam227a
196951	75823	FAM227B	Fam227b
653140	74855	FAM228A	Fam228a
375190	207921	FAM228B	Fam228b
100128071	68233	FAM229A	Fam229a
619208	66337	FAM229B	Fam229b
83986	106581	FAM234A	Fam234a
57613	74525	FAM234B	Fam234b
200726	105243944	FAM237A	Fam237a
107986818	667705	FAM237B	Fam237b
100132146	235634	FAM240A	Fam240a
110806297	68880	FAM240B	Fam240b
132720	70617	FAM241A	Fam241a
219738	69894	FAM241B	Fam241b
22909	330554	FAN1	Fan1
2175	14087	FANCA	Fanca
2187	237211	FANCB	Fancb
2176	14088	FANCC	Fancc
2177	211651	FANCD2	Fancd2
115795	70979	FANCD2OS	Fancd2os
2178	72775	FANCE	Fance
2188	100040608	FANCF	Fancf
2189	60534	FANCG	Fancg
55215	208836	FANCI	Fanci
55120	67030	FANCL	Fancl
57697	104806	FANCM	Fancm
92565	66930	FANK1	Fank1
2191	14089	FAP	Fap
84188	67420	FAR1	Far1
55711	330450	FAR2	Far2
10160	223254	FARP1	Farp1
9855	227377	FARP2	Farp2
10667	69955	FARS2	Fars2
2193	66590	FARSA	Farsa
10056	23874	FARSB	Farsb
355	14102	FAS	Fas
356	14103	FASLG	Fasl
2194	14104	FASN	Fasn
10922	66587	FASTK	Fastk
79675	320720	FASTKD1	Fastkd1
22868	75619	FASTKD2	Fastkd2
79072	69577	FASTKD3	Fastkd3
60493	380601	FASTKD5	Fastkd5
2195	14107	FAT1	Fat1
2196	245827	FAT2	Fat2
120114	270120	FAT3	Fat3
79633	329628	FAT4	Fat4
2197	14109	FAU	Fau
84553	76132	FAXC	Faxc
10826	676527	FAXDC2	Faxdc2
85302	217335	FBF1	Fbf1
84893	50755	FBH1	Fbh1
2091	14113	FBL	Fbl
54751	74202	FBLIM1	Fblim1
345630	237730	FBLL1	Fbll1
2192	14114	FBLN1	Fbln1
2199	14115	FBLN2	Fbln2
10516	23876	FBLN5	Fbln5
129804	70370	FBLN7	Fbln7
2200	14118	FBN1	Fbn1
2201	14119	FBN2	Fbn2
2203	14121	FBP1	Fbp1
8789	14120	FBP2	Fbp2
64319	14123	FBRS	Fbrs
57666	381668	FBRSL1	Fbrsl1
25827	72179	FBXL2	Fbxl2
26224	50789	FBXL3	Fbxl3
26235	269514	FBXL4	Fbxl4
26234	242960	FBXL5	Fbxl5
26233	30840	FBXL6	Fbxl6
23194	448987	FBXL7	Fbxl7
55336	50788	FBXL8	Fbxl8
54850	30843	FBXL12	Fbxl12
222235	320118	FBXL13	Fbxl13
144699	101358	FBXL14	Fbxl14
79176	68431	FBXL15	Fbxl15
146330	214931	FBXL16	Fbxl16
64839	50758	FBXL17	Fbxl17
80028	231863	FBXL18	Fbxl18
54620	233902	FBXL19	Fbxl19
84961	72194	FBXL20	Fbxl20
283807	74165	FBXL22	Fbxl22
26232	230904	FBXO2	Fbxo2
26273	57443	FBXO3	Fbxo3
26272	106052	FBXO4	Fbxo4
26271	67141	FBXO5	Fbxo5
26270	50762	FBXO6	Fbxo6
25793	69754	FBXO7	Fbxo7
26269	50753	FBXO8	Fbxo8
26268	71538	FBXO9	Fbxo9
26267	269529	FBXO10	Fbxo10
80204	225055	FBXO11	Fbxo11
201456	50764	FBXO15	Fbxo15
157574	50759	FBXO16	Fbxo16
115290	50760	FBXO17	Fbxo17
23014	231670	FBXO21	Fbxo21
26263	71999	FBXO22	Fbxo22
26261	71176	FBXO24	Fbxo24
26260	66822	FBXO25	Fbxo25
126433	233040	FBXO27	Fbxo27
23219	67948	FBXO28	Fbxo28
84085	71865	FBXO30	Fbxo30
79791	76454	FBXO31	Fbxo31
114907	67731	FBXO32	Fbxo32
254170	70611	FBXO33	Fbxo33
55030	78938	FBXO34	Fbxo34
130888	66153	FBXO36	Fbxo36
81545	107035	FBXO38	Fbxo38
162517	628100	FBXO39	Fbxo39
51725	207215	FBXO40	Fbxo40
150726	330369	FBXO41	Fbxo41
54455	213499	FBXO42	Fbxo42
286151	78803	FBXO43	Fbxo43
93611	230903	FBXO44	Fbxo44
200933	268882	FBXO45	Fbxo45
23403	243867	FBXO46	Fbxo46
494188	72973	FBXO47	Fbxo47
554251	319701	FBXO48	Fbxo48
26190	30050	FBXW2	Fbxw2
6468	30838	FBXW4	Fbxw4
54461	30839	FBXW5	Fbxw5
55294	50754	FBXW7	Fbxw7
26259	231672	FBXW8	Fbxw8
84261	68628	FBXW9	Fbxw9
10517	213980	FBXW10	Fbxw10
23291	103583	FBXW11	Fbxw11
83953	64435	FCAMR	Fcamr
2205	14125	FCER1A	Fcer1a
2207	14127	FCER1G	Fcer1g
2208	14128	FCER2	Fcer2a
51077	73736	FCF1	Fcf1
2209	14129	FCGR1A	Fcgr1
2217	14132	FCGRT	Fcgrt
23149	74015	FCHO1	Fcho1
115548	218503	FCHO2	Fcho2
89848	319262	FCHSD1	Fchsd1
9873	207278	FCHSD2	Fchsd2
9214	69169	FCMR	Fcmr
343413	677296	FCRL6	Fcrl6
84824	98752	FCRLA	Fcrla
127943	435653	FCRLB	Fcrlb
197258	234730	FCSK	Fcsk
260436	494497	FDCSP	Fdcsp
2222	14137	FDFT1	Fdft1
2224	110196	FDPS	Fdps
2230	14148	FDX1	Fdx1
112812	68165	FDX2	Fdx2
91893	382137	FDXACB1	Fdxacb1
2232	14149	FDXR	Fdxr
2235	14151	FECH	Fech
10116	14155	FEM1B	Fem1b
56929	240263	FEM1C	Fem1c
2237	14156	FEN1	Fen1
2241	14158	FER	Fer
90342	100534273	FER1L5	Fer1l5
654463	631797	FER1L6	Fer1l6
222894	114712	FERD3L	Ferd3l
55612	241639	FERMT1	Fermt1
10979	218952	FERMT2	Fermt2
83706	108101	FERMT3	Fermt3
57102	28040	FERRY3	D6Wsu163e
2242	14159	FES	Fes
26998	59083	FETUB	Fetub
54738	260298	FEV	Fev
9638	235180	FEZ1	Fez1
9637	225020	FEZ2	Fez2
389549	73191	FEZF1	Fezf1
55079	54713	FEZF2	Fezf2
2864	233081	FFAR1	Ffar1
2867	233079	FFAR2	Ffar2
338557	107221	FFAR4	Ffar4
2243	14161	FGA	Fga
2244	110135	FGB	Fgb
2245	14163	FGD1	Fgd1
221472	26382	FGD2	Fgd2
89846	30938	FGD3	Fgd3
121512	224014	FGD4	Fgd4
152273	232237	FGD5	Fgd5
55785	13998	FGD6	Fgd6
2246	14164	FGF1	Fgf1
2247	14173	FGF2	Fgf2
2248	14174	FGF3	Fgf3
2249	14175	FGF4	Fgf4
2250	14176	FGF5	Fgf5
2251	14177	FGF6	Fgf6
2252	14178	FGF7	Fgf7
2253	14179	FGF8	Fgf8
2254	14180	FGF9	Fgf9
2255	14165	FGF10	Fgf10
2256	14166	FGF11	Fgf11
2257	14167	FGF12	Fgf12
2258	14168	FGF13	Fgf13
2259	14169	FGF14	Fgf14
8823	80903	FGF16	Fgf16
8822	14171	FGF17	Fgf17
8817	14172	FGF18	Fgf18
9965	14170	FGF19	Fgf15
26281	80857	FGF20	Fgf20
26291	56636	FGF21	Fgf21
27006	67112	FGF22	Fgf22
8074	64654	FGF23	Fgf23
9982	14181	FGFBP1	Fgfbp1
143282	72514	FGFBP3	Fgfbp3
2260	14182	FGFR1	Fgfr1
26127	67529	FGFR1OP2	Fgfr1op2
2263	14183	FGFR2	Fgfr2
2261	14184	FGFR3	Fgfr3
2264	14186	FGFR4	Fgfr4
53834	116701	FGFRL1	Fgfrl1
2266	99571	FGG	Fgg
55277	75578	FGGY	Fggy
2267	234199	FGL1	Fgl1
10875	14190	FGL2	Fgl2
2268	14191	FGR	Fgr
2271	14194	FH	Fh1
114827	329977	FHAD1	Fhad1
85462	229474	FHDC1	Fhdc1
729830	229488	FHIP1A	Fhip1a
84067	74349	FHIP1B	Fhip1b
57700	226252	FHIP2A	Fhip2a
64760	239170	FHIP2B	Fhip2b
2272	14198	FHIT	Fhit
2273	14199	FHL1	Fhl1
2274	14200	FHL2	Fhl2
2275	14201	FHL3	Fhl3
9457	57756	FHL5	Fhl5
29109	234686	FHOD1	Fhod1
80206	225288	FHOD3	Fhod3
84929	98970	FIBCD1	Fibcd1
387758	67606	FIBIN	Fibin
9158	58249	FIBP	Fibp
11153	231630	FICD	Ficd
9896	103199	FIG4	Fig4
344018	26910	FIGLA	Figla
55137	60344	FIGN	Fign
63979	60530	FIGNL1	Fignl1
401720	668225	FIGNL2	Fignl2
27145	70598	FILIP1	Filip1
11259	78749	FILIP1L	Filip1l
146378	78118	FIMP1	4930451I11Rik
81608	66899	FIP1L1	Fip1l1
55732	381306	FIRRM	Firrm
51024	66437	FIS1	Fis1
161247	68680	FITM1	Fitm1
128486	228859	FITM2	Fitm2
84922	23877	FIZ1	Fiz1
24147	14221	FJX1	Fjx1
2280	14225	FKBP1A	Fkbp1a
2281	14226	FKBP1B	Fkbp1b
2286	14227	FKBP2	Fkbp2
2287	30795	FKBP3	Fkbp3
2288	14228	FKBP4	Fkbp4
2289	14229	FKBP5	Fkbp5
8468	94244	FKBP6	Fkbp6
51661	14231	FKBP7	Fkbp7
23770	14232	FKBP8	Fkbp8
11328	27055	FKBP9	Fkbp9
60681	14230	FKBP10	Fkbp10
51303	66120	FKBP11	Fkbp11
55033	231997	FKBP14	Fkbp14
23307	338355	FKBP15	Fkbp15
63943	56299	FKBPL	Fkbpl
79147	243853	FKRP	Fkrp
2218	246179	FKTN	Fktn
80308	319945	FLAD1	Flad1
201163	216805	FLCN	Flcn
2312	14246	FLG	Flg
388698	229574	FLG2	Flg2
2313	14247	FLI1	Fli1
2314	14248	FLII	Flii
2316	192176	FLNA	Flna
2317	286940	FLNB	Flnb
2318	68794	FLNC	Flnc
10211	14251	FLOT1	Flot1
2319	14252	FLOT2	Flot2
23769	396184	FLRT1	Flrt1
23768	399558	FLRT2	Flrt2
23767	71436	FLRT3	Flrt3
2321	14254	FLT1	Flt1
2322	14255	FLT3	Flt3
2323	14256	FLT3LG	Flt3l
2324	14257	FLT4	Flt4
28982	226844	FLVCR1	Flvcr1
55640	217721	FLVCR2	Flvcr2
84256	224613	FLYWCH1	Flywch1
114984	76917	FLYWCH2	Flywch2
154791	66117	FMC1	Fmc1
342184	14260	FMN1	Fmn1
56776	54418	FMN2	Fmn2
752	57778	FMNL1	Fmnl1
114793	71409	FMNL2	Fmnl2
91010	22379	FMNL3	Fmnl3
2326	14261	FMO1	Fmo1
2327	55990	FMO2	Fmo2
2328	14262	FMO3	Fmo3
2329	226564	FMO4	Fmo4
2330	14263	FMO5	Fmo5
2331	14264	FMOD	Fmod
2332	14265	FMR1	Fmr1
158521	207854	FMR1NB	Fmr1nb
2335	14268	FN1	Fn1
64122	63828	FN3K	Fn3k
79672	238024	FN3KRP	Fn3krp
23048	14269	FNBP1	Fnbp1
54874	214459	FNBP1L	Fnbp1l
23360	55935	FNBP4	Fnbp4
84624	68655	FNDC1	Fndc1
22862	319448	FNDC3A	Fndc3a
64778	72007	FNDC3B	Fndc3b
64838	64339	FNDC4	Fndc4
252995	384061	FNDC5	Fndc5
163479	320181	FNDC7	Fndc7
54752	78919	FNDC8	Fndc8
408263	320116	FNDC9	Fndc9
643988	230991	FNDC10	Fndc10
79025	332713	FNDC11	Fndc11
96459	216742	FNIP1	Fnip1
57600	329679	FNIP2	Fnip2
2339	14272	FNTA	Fnta
2342	110606	FNTB	Fntb
54914	230393	FOCAD	Focad
2346	53320	FOLH1	Folh1
2348	14275	FOLR1	Folr1
2353	14281	FOS	Fos
2354	14282	FOSB	Fosb
8061	14283	FOSL1	Fosl1
2355	14284	FOSL2	Fosl2
3169	15375	FOXA1	Foxa1
3170	15376	FOXA2	Foxa2
3171	15377	FOXA3	Foxa3
27023	64290	FOXB1	Foxb1
442425	14240	FOXB2	Foxb2
2296	17300	FOXC1	Foxc1
2303	14234	FOXC2	Foxc2
2297	15229	FOXD1	Foxd1
2306	17301	FOXD2	Foxd2
27022	15221	FOXD3	Foxd3
2304	110805	FOXE1	Foxe1
2301	30923	FOXE3	Foxe3
2294	15227	FOXF1	Foxf1
2295	14238	FOXF2	Foxf2
2290	15228	FOXG1	Foxg1
